"datasourceid","outputfrequency","startofperiod","sensor_name","atmPressure24HourMean.raw","atmPressure24HourMean.value","bcAllSources24HourMean.raw","bcAllSources24HourMean.value","bcBiomass24HourMean.raw","bcBiomass24HourMean.value","bcFossilFuel24HourMean.raw","bcFossilFuel24HourMean.value","bcSpectralB24HourMean.raw","bcSpectralB24HourMean.value","bcSpectralG24HourMean.raw","bcSpectralG24HourMean.value","bcSpectralIR24HourMean.raw","bcSpectralIR24HourMean.value","bcSpectralR24HourMean.raw","bcSpectralR24HourMean.value","bcSpectralUV24HourMean.raw","bcSpectralUV24HourMean.value","no2Conc24HourMean.raw","no2Conc24HourMean.value","pm2_5ConcMass24HourMean.raw","pm2_5ConcMass24HourMean.value","pm2_5ConcMass24HourMeanUsEpaAqi.raw","pm2_5ConcMass24HourMeanUsEpaAqi.value","pm2_5ConcNum24HourMean.raw","pm2_5ConcNum24HourMean.value","relHumidAmbient24HourMean.raw","relHumidAmbient24HourMean.value","relHumidInternal24HourMean.raw","relHumidInternal24HourMean.value","temperatureAmbient24HourMean.raw","temperatureAmbient24HourMean.value","temperatureInternal24HourMean.raw","temperatureInternal24HourMean.value","windDirection24HourMean.raw","windDirection24HourMean.value","windSpeed24HourMean.raw","windSpeed24HourMean.value","latitude","longitude","location","record_id"
"DZUWB2477","day","11/24/2025 12:00:00 AM","North Lawndale 1",,,,,,,,,,,,,,,,,,,"26.16","22.7","40.99","20.13","114","71","30.92","30.92",,,"66.26","66.26",,,"7.34","7.34",,,,,"41.86579905","-87.73621350561","POINT (-87.73621350560661 41.86579905000001)","DZUWB2477_2025-11-24"
"DBIZF0451","day","11/05/2025 12:00:00 AM","West Pullman 2",,,,,,,,,,,,,,,,,,,"13.06","12.64","15.9","9.36","64","51","15.69","15.69",,,"58.94","58.94",,,"13.95","13.95",,,,,"41.6758357","-87.6372934871","POINT (-87.63729348709609 41.6758357)","DBIZF0451_2025-11-05"
"DWRMS8182","day","12/05/2025 12:00:00 AM","South Chicago 1",,,,,,,,,,,,,,,,,,,,,"39.95","19.67","112","71","25.04","25.04",,,"68.13","68.13",,,"-6.55","-6.55",,,,,"41.7514325","-87.56903725191","POINT (-87.56903725190702 41.7514325)","DWRMS8182_2025-12-05"
"DAJHM7956","day","11/23/2025 12:00:00 AM","South Chicago 3",,,,,,,,,,,,,,,,,,,"16.51","15.24","28.32","13.13","87","58","21.62","21.62",,,"66.33","66.33",,,"8.62","8.62",,,,,"41.73775017864","-87.53549803584","POINT (-87.53549803584423 41.73775017864213)","DAJHM7956_2025-11-23"
"DFRSA4000","day","02/11/2026 12:00:00 AM","Near North Side 3",,,,,,,,,,,,,,,,,,,,,"17.84","10.39","67","53","12.62","12.62",,,"61.06","61.06",,,"2.82","2.82",,,,,"41.89544165","-87.61824483303","POINT (-87.61824483303101 41.895441649999995)","DFRSA4000_2026-02-11"
"DALUY0194","day","01/30/2026 12:00:00 AM","Near North Side 2",,,,,,,,,,,,,,,,,,,,,"6.6","7.52","37","42","4.85","4.85",,,"63.07","63.07",,,"-9.36","-9.36",,,,,"41.9079403","-87.63684281787","POINT (-87.63684281786847 41.9079403)","DALUY0194_2026-01-30"
"DWEIE9311","day","12/02/2025 12:00:00 AM","Bridgeport 2",,,,,,,,,,,,,,,,,,,,,"74.24","28.28","164","87","32.96","32.96",,,"82.06","82.06",,,"-4.48","-4.48",,,,,"41.8278059","-87.65209362443","POINT (-87.65209362442712 41.8278059)","DWEIE9311_2025-12-02"
"DITUM6528","day","11/27/2025 12:00:00 AM","Near West Side 1",,,,,,,,,,,,,,,,,,,,,"2.72","4.26","15","23","2.79","2.79",,,"54.27","54.27",,,"0.39","0.39",,,,,"41.87833905","-87.6855286518","POINT (-87.68552865180365 41.878339049999994)","DITUM6528_2025-11-27"
"DFNBI6922","day","02/08/2026 12:00:00 AM","Mount Greenwood 2",,,,,,,,,,,,,,,,,,,,,"12.39","7.35","57","41","8.25","8.25",,,"66.54","66.54",,,"-3.55","-3.55",,,,,"41.69236885","-87.71085274558","POINT (-87.71085274557561 41.69236885)","DFNBI6922_2026-02-08"
"DAHWZ2321","day","12/06/2025 12:00:00 AM","Albany Park 2",,,,,,,,,,,,,,,,,,,,,"48.31","25.7","133","82","34.93","34.93",,,"66.86","66.86",,,"-0.56","-0.56",,,,,"41.96237755","-87.70857185888","POINT (-87.70857185888067 41.96237755)","DAHWZ2321_2025-12-06"
"DYSHC8669","day","11/02/2025 12:00:00 AM","Chicago Lawn 2",,,,,,,,,,,,,,,,,,,"10.89","13.24","13.43","7.99","59","44","13.51","13.51",,,"65.88","65.88",,,"9.04","9.04",,,,,"41.7772231","-87.68679669713","POINT (-87.6867966971337 41.7772231)","DYSHC8669_2025-11-02"
"DFNBI6922","day","11/26/2025 12:00:00 AM","Mount Greenwood 2",,,,,,,,,,,,,,,,,,,"6.97","8.53","8.49","5.21","47","29","7.18","7.18",,,"69.83","69.83",,,"4.12","4.12",,,,,"41.69236885","-87.71085274558","POINT (-87.71085274557561 41.69236885)","DFNBI6922_2025-11-26"
"DQTUI1287","day","10/29/2025 12:00:00 AM","Hegewisch 4",,,,,,,,,,,,,,,,,,,"8.82","9.7","6.02","5.56","33","31","6.43","6.43",,,"58.59","58.59",,,"11.94","11.94",,,,,"41.6496509","-87.55276648075","POINT (-87.55276648075318 41.6496509)","DQTUI1287_2025-10-29"
"DFKYH6865","day","01/04/2026 12:00:00 AM","Morgan Park 1",,,,,,,,,,,,,,,,,,,,,"11.89","11.24","56","55","8.42","8.42",,,"52.88","52.88",,,"-1.3","-1.3",,,,,"41.69223635","-87.67489329296","POINT (-87.67489329295597 41.69223635)","DFKYH6865_2026-01-04"
"DRDMU5348","day","10/26/2025 12:00:00 AM","Washington Heights 3",,,,,,,,,,,,,,,,,,,"15.6","13.49","15.4","11.05","63","55","17.06","17.06",,,"56.51","56.51",,,"12.12","12.12",,,,,"41.71400135","-87.63668979965","POINT (-87.63668979964916 41.71400135)","DRDMU5348_2025-10-26"
"DFESS1920","day","11/17/2025 12:00:00 AM","Chicago Lawn 4",,,,,,,,,,,,,,,,,,,,,"8.5","7.51","47","42","7.35","7.35",,,"42.91","42.91",,,"5.27","5.27",,,,,"41.76416395","-87.7034622167","POINT (-87.70346221669887 41.76416395)","DFESS1920_2025-11-17"
"DQZIL1804","day","11/04/2025 12:00:00 AM","Brighton Park 2",,,,,,,,,,,,,,,,,,,"23.33","22.24","5.93","6.77","33","37","7.52","7.52",,,"40.22","40.22",,,"11.36","11.36",,,,,"41.8150889","-87.68617463895","POINT (-87.68617463894653 41.8150889)","DQZIL1804_2025-11-04"
"DRZTP3103","day","12/05/2025 12:00:00 AM","Austin 7",,,,,,,,,,,,,,,,,,,,,"31.45","13.67","93","59","16.77","16.77",,,"66.39","66.39",,,"-7.02","-7.02",,,,,"41.87855645","-87.77003805377","POINT (-87.77003805376656 41.878556450000005)","DRZTP3103_2025-12-05"
"DWKUZ0134","day","11/08/2025 12:00:00 AM","Schiller Park Collocation 1",,,,,,,,,,,,,,,,,,,"26.08","11.74","5.36","4.32","29","24","6.07","6.07",,,"70.92","70.92",,,"8.9","8.9",,,,,"41.965175","-87.876252","POINT (-87.876252 41.965175)","DWKUZ0134_2025-11-08"
"DKISS7174","day","01/16/2026 12:00:00 AM","West Elsdon 2",,,,,,,,,,,,,,,,,,,,,"16.81","9.9","65","52","12.39","12.39",,,"72.03","72.03",,,"-1.67","-1.67",,,,,"41.7898683","-87.72002286796","POINT (-87.72002286796209 41.7898683)","DKISS7174_2026-01-16"
"DVCMB9343","day","09/19/2025 12:00:00 AM","Belmont Cragin 2",,,,,,,,,,,,,,,,,,,,,"21.41","14.34","74","61","30.03","30.03",,,"56.28","56.28",,,"25.6","25.6",,,,,"41.9356698","-87.7630005645","POINT (-87.7630005644958 41.9356698)","DVCMB9343_2025-09-19"
"DHSIJ5379","day","01/28/2026 12:00:00 AM","Washington Heights 1",,,,,,,,,,,,,,,,,,,,,"7.59","7.69","42","42","5.34","5.34",,,"61.39","61.39",,,"-12.11","-12.11",,,,,"41.72668335","-87.6533731","POINT (-87.6533731 41.72668335)","DHSIJ5379_2026-01-28"
"DGTDZ6242","day","01/30/2026 12:00:00 AM","Forest Glen 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64.07","64.07",,,"-9.85","-9.85",,,,,"41.98958085","-87.74435264432","POINT (-87.74435264432117 41.98958085)","DGTDZ6242_2026-01-30"
"DQIUL8061","day","11/15/2025 12:00:00 AM","South Shore 1",,,,,,,,,,,,,,,,,,,,,"20.48","10.73","72","54","23.27","23.27",,,"68.6","68.6",,,"18.01","18.01",,,,,"41.7641265","-87.5857492","POINT (-87.5857492 41.7641265)","DQIUL8061_2025-11-15"
"DWKUZ0134","day","02/01/2026 12:00:00 AM","Schiller Park Collocation 1",,,,,,,,,,,,,,,,,,,,,"15.81","8.63","63","48","10.99","10.99",,,"64.49","64.49",,,"-5.82","-5.82",,,,,"41.965175","-87.876252","POINT (-87.876252 41.965175)","DWKUZ0134_2026-02-01"
"DBYCW6873","day","11/01/2025 12:00:00 AM","Norwood Park 4",,,,,,,,,,,,,,,,,,,"14.64","15.85","21.01","10.3","73","53","16.82","16.82",,,"66.93","66.93",,,"8.31","8.31",,,,,"41.97643085","-87.79850802324","POINT (-87.79850802324188 41.97643085)","DBYCW6873_2025-11-01"
"DGGGM0466","day","11/26/2025 12:00:00 AM","Bridgeport 1",,,,,,,,,,,,,,,,,,,"8.44","7.38","8.48","5.25","47","29","6.24","6.24",,,"67.25","67.25",,,"4.81","4.81",,,,,"41.8401321","-87.65224955236","POINT (-87.65224955235848 41.840132100000005)","DGGGM0466_2025-11-26"
"DZIHS7092","day","02/08/2026 12:00:00 AM","Archer Heights 2",,,,,,,,,,,,,,,,,,,,,"19.51","8.71","70","48","12.28","12.28",,,"68.79","68.79",,,"-3.64","-3.64",,,,,"41.81532825168","-87.71997399657","POINT (-87.71997399657484 41.81532825167885)","DZIHS7092_2026-02-08"
"DCIJQ7018","day","11/26/2025 12:00:00 AM","West Ridge 6",,,,,,,,,,,,,,,,,,,"5.57","8.2","5.97","5.51","33","31","7.37","7.37",,,"69.88","69.88",,,"4.14","4.14",,,,,"42.0028637","-87.7079294603","POINT (-87.70792946030201 42.002863700000006)","DCIJQ7018_2025-11-26"
"DFKYP0941","day","09/19/2025 12:00:00 AM","Lincoln Park 2",,,,,,,,,,,,,,,,,,,"10.5","9.78","24.21","11.63","79","56","28.27","28.27",,,"73.16","73.16",,,"23.2","23.2",,,,,"41.92145185","-87.63691042804","POINT (-87.63691042803572 41.92145185)","DFKYP0941_2025-09-19"
"DJGDZ3688","day","11/29/2025 12:00:00 AM","Roseland 3",,,,,,,,,,,,,,,,,,,,,"22.27","12.96","75","58","14.97","14.97",,,"74.36","74.36",,,"-2.22","-2.22",,,,,"41.70133845","-87.61992013972","POINT (-87.61992013972267 41.70133845)","DJGDZ3688_2025-11-29"
"DTFVD6048","day","11/22/2025 12:00:00 AM","Riverdale 1",,,,,,,,,,,,,,,,,,,"12.38","12.64","25.2","13.28","81","59","18.33","18.33",,,"70.82","70.82",,,"6.48","6.48",,,,,"41.67589005","-87.60362888146","POINT (-87.60362888146102 41.67589005)","DTFVD6048_2025-11-22"
"DKWDP4373","day","02/08/2026 12:00:00 AM","Lake View 4",,,,,,,,,,,,,,,,,,,,,"9.23","7.21","51","40","7.9","7.9",,,"68.35","68.35",,,"-3.23","-3.23",,,,,"41.93506775","-87.65427066335","POINT (-87.65427066335096 41.93506775)","DKWDP4373_2026-02-08"
"DLFZU4679","day","11/28/2025 12:00:00 AM","West Englewood 2",,,,,,,,,,,,,,,,,,,,,"7.97","6.4","44","36","5.12","5.12",,,"57.75","57.75",,,"-1.89","-1.89",,,,,"41.7772125","-87.66997231765","POINT (-87.66997231765325 41.777212500000005)","DLFZU4679_2025-11-28"
"DZTFU6199","day","11/03/2025 12:00:00 AM","Ashburn 7",,,,,,,,,,,,,,,,,,,"8.59","10.07","8.6","6.6","48","37","8.52","8.52",,,"51.2","51.2",,,"10.76","10.76",,,,,"41.73968055","-87.72068312695","POINT (-87.72068312694724 41.73968055)","DZTFU6199_2025-11-03"
"DNCCJ5144","day","11/01/2025 12:00:00 AM","Portage Park 1",,,,,,,,,,,,,,,,,,,"15.63","14.37","21.42","10.58","74","54","18.24","18.24",,,"66.82","66.82",,,"8.68","8.68",,,,,"41.962849","-87.78047373604","POINT (-87.78047373603852 41.962849)","DNCCJ5144_2025-11-01"
"DSHYP2656","day","10/01/2025 12:00:00 AM","Auburn Gresham 2",,,,,,,,,,,,,,,,,,,"17.17","14.4","10.94","7.64","54","42","16.08","16.08",,,"64.82","64.82",,,"21.8","21.8",,,,,"41.75200485","-87.65331955036","POINT (-87.65331955036021 41.75200485)","DSHYP2656_2025-10-01"
"DKHYU9123","day","11/06/2025 12:00:00 AM","Clearing 3",,,,,,,,,,,,,,,,,,,"23.23","26.71","12.83","9.01","58","50","12.24","12.24",,,"51.55","51.55",,,"7.26","7.26",,,,,"41.7775443","-87.75395070108","POINT (-87.7539507010849 41.7775443)","DKHYU9123_2025-11-06"
"DSMXS8409","day","01/03/2026 12:00:00 AM","Calumet Heights 2",,,,,,,,,,,,,,,,,,,,,"15.79","11.81","63","56","11.25","11.25",,,"50.38","50.38",,,"-3.57","-3.57",,,,,"41.7259095","-87.56951339891","POINT (-87.5695133989071 41.7259095)","DSMXS8409_2026-01-03"
"DWFRI5691","day","01/02/2026 12:00:00 AM","Humboldt Park 1",,,,,,,,,,,,,,,,,,,,,"11.62","7.59","56","42","7.81","7.81",,,"59.68","59.68",,,"-4.84","-4.84",,,,,"41.9036584","-87.7359956871","POINT (-87.73599568710452 41.9036584)","DWFRI5691_2026-01-02"
"DIXUN6634","day","09/30/2025 12:00:00 AM","Ashburn 3",,,,,,,,,,,,,,,,,,,"24.15","20.41","21.62","13.28","74","59","28.55","28.55",,,"61.76","61.76",,,"23.84","23.84",,,,,"41.7521062","-87.70393644313","POINT (-87.70393644313098 41.7521062)","DIXUN6634_2025-09-30"
"DIPDE7442","day","11/15/2025 12:00:00 AM","Schiller Park Collocation 3",,,,,,,,,,,,,,,,,,,"18.84","17.04","20.52","11.79","72","56","21.85","21.85",,,"67.14","67.14",,,"17.69","17.69",,,,,"41.965175","-87.876252","POINT (-87.876252 41.965175)","DIPDE7442_2025-11-15"
"DPPCP3370","day","11/02/2025 12:00:00 AM","West Pullman 4",,,,,,,,,,,,,,,,,,,"16.34","14.44","18.72","9.28","69","51","15.08","15.08",,,"64.42","64.42",,,"8.94","8.94",,,,,"41.66388775","-87.62119153511","POINT (-87.6211915351054 41.66388775)","DPPCP3370_2025-11-02"
"DLTCH1397","day","10/01/2025 12:00:00 AM","Woodlawn 2",,,,,,,,,,,,,,,,,,,"8.63","9.51","11.25","6.44","55","36","13.44","13.44",,,"73.21","73.21",,,"21.11","21.11",,,,,"41.77677010296","-87.58579570606","POINT (-87.58579570605767 41.77677010295759)","DLTCH1397_2025-10-01"
"DFDVG9143","day","12/03/2025 12:00:00 AM","Pullman 3",,,,,,,,,,,,,,,,,,,,,"50.41","20.69","138","72","20.49","20.49",,,"83.1","83.1",,,"-3.7","-3.7",,,,,"41.70084025","-87.60406122014","POINT (-87.60406122014103 41.70084025)","DFDVG9143_2025-12-03"
"DBIZF0451","day","02/02/2026 12:00:00 AM","West Pullman 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74.7","74.7",,,"-3.67","-3.67",,,,,"41.6758357","-87.6372934871","POINT (-87.63729348709609 41.6758357)","DBIZF0451_2026-02-02"
"DSMXS8409","day","10/28/2025 12:00:00 AM","Calumet Heights 2",,,,,,,,,,,,,,,,,,,"6.79","10.94","7.22","6.36","40","35","8.72","8.72",,,"61.85","61.85",,,"11.97","11.97",,,,,"41.7259095","-87.56951339891","POINT (-87.5695133989071 41.7259095)","DSMXS8409_2025-10-28"
"DKISS7174","day","11/16/2025 12:00:00 AM","West Elsdon 2",,,,,,,,,,,,,,,,,,,"9.69","12.17","2.08","5.61","11","31","3.89","3.89",,,"34.53","34.53",,,"9.7","9.7",,,,,"41.7898683","-87.72002286796","POINT (-87.72002286796209 41.7898683)","DKISS7174_2025-11-16"
"DQZEA3135","day","10/07/2025 12:00:00 AM","South Deering 8",,,,,,,,,,,,,,,,,,,"17.09","13.97","7.33","4.8","41","27","10.82","10.82",,,"77.87","77.87",,,"19.04","19.04",,,,,"41.68798065","-87.58826181539","POINT (-87.58826181539257 41.68798065)","DQZEA3135_2025-10-07"
"DVNGV1890","day","10/28/2025 12:00:00 AM","Roseland 2",,,,,,,,,,,,,,,,,,,"18.74","16.48","4.23","7.29","23","40","7.5","7.5",,,"61.82","61.82",,,"11.86","11.86",,,,,"41.71389143635","-87.61998237196","POINT (-87.61998237196052 41.71389143635448)","DVNGV1890_2025-10-28"
"DIFIV9884","day","11/23/2025 12:00:00 AM","Dunning 3",,,,,,,,,,,,,,,,,,,"13.72","13.28","19.74","12.33","71","57","16.72","16.72",,,"63.19","63.19",,,"8.59","8.59",,,,,"41.94997245","-87.799195205","POINT (-87.7991952049994 41.949972450000004)","DIFIV9884_2025-11-23"
"DXUQX7513","day","12/06/2025 12:00:00 AM","Ashburn 8",,,,,,,,,,,,,,,,,,,,,"47.68","20.21","131","72","31.65","31.65",,,"70.95","70.95",,,"-0.81","-0.81",,,,,"41.73966255","-87.73740646472","POINT (-87.73740646471919 41.73966255)","DXUQX7513_2025-12-06"
"DEQFM3089","day","01/16/2026 12:00:00 AM","Mayfair Collocation 3",,,,,,,,,,,,,,,,,,,,,"16.02","7.54","64","42","11.19","11.19",,,"72.7","72.7",,,"-1.74","-1.74",,,,,"41.964742","-87.749434","POINT (-87.749434 41.964742)","DEQFM3089_2026-01-16"
"DMFEL5431","day","11/22/2025 12:00:00 AM","Garfield Ridge 4",,,,,,,,,,,,,,,,,,,"23","17.12","23.69","14.25","78","61","21.76","21.76",,,"66.55","66.55",,,"6.6","6.6",,,,,"41.7873492","-87.80034666308","POINT (-87.80034666308356 41.787349199999994)","DMFEL5431_2025-11-22"
"DARLP7776","day","11/01/2025 12:00:00 AM","Armour Square 2",,,,,,,,,,,,,,,,,,,"20.39","16.62","20.79","11.52","73","55","16.09","16.09",,,"58.51","58.51",,,"9.26","9.26",,,,,"41.8400145","-87.63555596913","POINT (-87.63555596912866 41.840014499999995)","DARLP7776_2025-11-01"
"DMLBL6950","day","12/02/2025 12:00:00 AM","West Lawn 2",,,,,,,,,,,,,,,,,,,,,"66.58","30.52","159","91","37.73","37.73",,,"81.7","81.7",,,"-4.38","-4.38",,,,,"41.77747453159","-87.72038498734","POINT (-87.72038498734025 41.777474531589306)","DMLBL6950_2025-12-02"
"DVWMK9661","day","12/02/2025 12:00:00 AM","Humboldt Park 4",,,,,,,,,,,,,,,,,,,,,"61.09","24.07","155","79","31.19","31.19",,,"81.13","81.13",,,"-4.75","-4.75",,,,,"41.89083265","-87.71959863711","POINT (-87.71959863710754 41.89083265)","DVWMK9661_2025-12-02"
"DKIJX6114","day","01/16/2026 12:00:00 AM","Lincoln Square 1",,,,,,,,,,,,,,,,,,,,,"12.17","6.94","57","38","9.07","9.07",,,"70.79","70.79",,,"-1.57","-1.57",,,,,"41.9756734","-87.69009047047","POINT (-87.69009047047274 41.975673400000005)","DKIJX6114_2026-01-16"
"DWMUZ3935","day","01/03/2026 12:00:00 AM","Lincoln Square 2",,,,,,,,,,,,,,,,,,,,,"10.89","10.38","54","53","8.36","8.36",,,"50.11","50.11",,,"-4.16","-4.16",,,,,"41.96231835","-87.69021417612","POINT (-87.69021417611607 41.962318350000004)","DWMUZ3935_2026-01-03"
"DMFEL5431","day","01/01/2026 12:00:00 AM","Garfield Ridge 4",,,,,,,,,,,,,,,,,,,,,"7.04","7.45","39","41","6.3","6.3",,,"66.39","66.39",,,"-6.79","-6.79",,,,,"41.7873492","-87.80034666308","POINT (-87.80034666308356 41.787349199999994)","DMFEL5431_2026-01-01"
"DZBHR9476","day","10/29/2025 12:00:00 AM","Near South Side 2",,,,,,,,,,,,,,,,,,,"11.53","15.95","9.09","5.82","50","32","4.75","4.75",,,"61.24","61.24",,,"12.19","12.19",,,,,"41.85326985","-87.61952604024","POINT (-87.61952604024003 41.853269850000004)","DZBHR9476_2025-10-29"
"DRJGY6541","day","01/30/2026 12:00:00 AM","West Elsdon 1",,,,,,,,,,,,,,,,,,,,,"8.16","7.54","45","42","6.89","6.89",,,"62.71","62.71",,,"-9.57","-9.57",,,,,"41.7903099","-87.73683774404","POINT (-87.73683774404154 41.7903099)","DRJGY6541_2026-01-30"
"DBDSX9338","day","11/17/2025 12:00:00 AM","South Shore 2",,,,,,,,,,,,,,,,,,,"18.23","18.9","5.2","7.63","29","42","5.89","5.89",,,"43.1","43.1",,,"5.7","5.7",,,,,"41.76396055","-87.56920031234","POINT (-87.56920031233949 41.76396055)","DBDSX9338_2025-11-17"
"DKHYU9123","day","10/27/2025 12:00:00 AM","Clearing 3",,,,,,,,,,,,,,,,,,,"11.38","14.28","8.8","6.41","49","36","9.48","9.48",,,"59.7","59.7",,,"11.65","11.65",,,,,"41.7775443","-87.75395070108","POINT (-87.7539507010849 41.7775443)","DKHYU9123_2025-10-27"
"DTFVD6048","day","12/01/2025 12:00:00 AM","Riverdale 1",,,,,,,,,,,,,,,,,,,,,"36.54","16.01","103","64","21.92","21.92",,,"81.19","81.19",,,"-4.26","-4.26",,,,,"41.67589005","-87.60362888146","POINT (-87.60362888146102 41.67589005)","DTFVD6048_2025-12-01"
"DFNBI6922","day","02/11/2026 12:00:00 AM","Mount Greenwood 2",,,,,,,,,,,,,,,,,,,,,"23.01","11.64","77","56","14.81","14.81",,,"64.04","64.04",,,"1.95","1.95",,,,,"41.69236885","-87.71085274558","POINT (-87.71085274557561 41.69236885)","DFNBI6922_2026-02-11"
"DALBP5360","day","01/04/2026 12:00:00 AM","Beverly 4",,,,,,,,,,,,,,,,,,,,,"14.45","9.93","61","52","9.49","9.49",,,"53.43","53.43",,,"-1.41","-1.41",,,,,"41.70569725","-87.67464569625","POINT (-87.67464569624644 41.70569725)","DALBP5360_2026-01-04"
"DZFVS4727","day","11/29/2025 12:00:00 AM","Uptown 3",,,,,,,,,,,,,,,,,,,,,"24.36","13.2","79","59","18.13","18.13",,,"71.61","71.61",,,"-1.17","-1.17",,,,,"41.96208095","-87.65418214875","POINT (-87.65418214875386 41.96208095)","DZFVS4727_2025-11-29"
"DFEAJ0038","day","11/02/2025 12:00:00 AM","Hegewisch 2",,,,,,,,,,,,,,,,,,,"16.13","12.61","19.46","9.8","70","52","15.51","15.51",,,"67.25","67.25",,,"8.46","8.46",,,,,"41.6642805","-87.5373633","POINT (-87.5373633 41.6642805)","DFEAJ0038_2025-11-02"
"DIEET8865","day","12/02/2025 12:00:00 AM","Hyde Park 4",,,,,,,,,,,,,,,,,,,,,"54.9","27.53","149","85","23.12","23.12",,,"80.61","80.61",,,"-4.31","-4.31",,,,,"41.78645279022","-87.60174594829","POINT (-87.60174594829185 41.7864527902171)","DIEET8865_2025-12-02"
"DMLBL6950","day","12/06/2025 12:00:00 AM","West Lawn 2",,,,,,,,,,,,,,,,,,,,,"46.47","24.34","128","79","30.88","30.88",,,"69.76","69.76",,,"-0.22","-0.22",,,,,"41.77747453159","-87.72038498734","POINT (-87.72038498734025 41.777474531589306)","DMLBL6950_2025-12-06"
"DNBKU3560","day","12/31/2025 12:00:00 AM","West Englewood 1",,,,,,,,,,,,,,,,,,,,,"28.45","10.5","87","54","17.17","17.17",,,"83.2","83.2",,,"-1.23","-1.23",,,,,"41.78978595","-87.66959778168","POINT (-87.6695977816758 41.78978595)","DNBKU3560_2025-12-31"
"DTCRA7818","day","11/30/2025 12:00:00 AM","West Lawn 1",,,,,,,,,,,,,,,,,,,,,"21.58","10.27","74","53","14.94","14.94",,,"80.57","80.57",,,"-0.49","-0.49",,,,,"41.7772479","-87.73660460279","POINT (-87.73660460279069 41.7772479)","DTCRA7818_2025-11-30"
"DMIYV7889","day","09/19/2025 12:00:00 AM","O'Hare 2",,,,,,,,,,,,,,,,,,,"11.25","14.36","21.71","11.87","74","56","25.24","25.24",,,"65.29","65.29",,,"23.66","23.66",,,,,"41.96313028153","-87.85304850279","POINT (-87.85304850279294 41.96313028153143)","DMIYV7889_2025-09-19"
"DCAFN1583","day","11/25/2025 12:00:00 AM","South Lawndale 5",,,,,,,,,,,,,,,,,,,,,"46.92","20.4","129","72","42.73","42.73",,,"80.93","80.93",,,"10.44","10.44",,,,,"41.8275454","-87.73584967759","POINT (-87.73584967759197 41.827545400000005)","DCAFN1583_2025-11-25"
"DSKEW3707","day","01/16/2026 12:00:00 AM","Washington Heights 2",,,,,,,,,,,,,,,,,,,,,"13.91","9.54","60","52","11.44","11.44",,,"73.07","73.07",,,"-1.92","-1.92",,,,,"41.72629795","-87.63656666475","POINT (-87.6365666647541 41.72629795)","DSKEW3707_2026-01-16"
"DVCHA9392","day","01/02/2026 12:00:00 AM","Gage Park 3",,,,,,,,,,,,,,,,,,,,,"11.94","7.7","56","43","7.54","7.54",,,"60.13","60.13",,,"-4.5","-4.5",,,,,"41.78987765","-87.68662485","POINT (-87.68662485 41.78987765)","DVCHA9392_2026-01-02"
"DMSGP0807","day","12/07/2025 12:00:00 AM","Norwood Park 6",,,,,,,,,,,,,,,,,,,,,"35.05","17.54","99","67","22.94","22.94",,,"77.15","77.15",,,"-1.23","-1.23",,,,,"41.97668455","-87.83490487434","POINT (-87.83490487434239 41.97668455)","DMSGP0807_2025-12-07"
"DFKYP0941","day","11/30/2025 12:00:00 AM","Lincoln Park 2",,,,,,,,,,,,,,,,,,,,,"20.75","7.38","73","41","11.82","11.82",,,"80.83","80.83",,,"-0.08","-0.08",,,,,"41.92145185","-87.63691042804","POINT (-87.63691042803572 41.92145185)","DFKYP0941_2025-11-30"
"DWEWU1433","day","11/07/2025 12:00:00 AM","Austin 9",,,,,,,,,,,,,,,,,,,"10.51","14.81","12.66","8.28","58","46","14.34","14.34",,,"56.25","56.25",,,"13.27","13.27",,,,,"41.9037571","-87.76961617758","POINT (-87.76961617758381 41.9037571)","DWEWU1433_2025-11-07"
"DCAFN1583","day","11/09/2025 12:00:00 AM","South Lawndale 5",,,,,,,,,,,,,,,,,,,"13.88","11.56","4.41","4.39","24","24","4.96","4.96",,,"73.3","73.3",,,"2.72","2.72",,,,,"41.8275454","-87.73584967759","POINT (-87.73584967759197 41.827545400000005)","DCAFN1583_2025-11-09"
"DHQVH8975","day","10/31/2025 12:00:00 AM","Near West Side 6",,,,,,,,,,,,,,,,,,,"23.27","22.74","22.45","11.64","76","56","18.43","18.43",,,"62.54","62.54",,,"9.46","9.46",,,,,"41.8658287","-87.66865308211","POINT (-87.6686530821062 41.865828699999994)","DHQVH8975_2025-10-31"
"DICQL6656","day","12/04/2025 12:00:00 AM","Albany Park 3",,,,,,,,,,,,,,,,,,,,,"15.33","10.84","63","54","9.78","9.78",,,"63.41","63.41",,,"-6.72","-6.72",,,,,"41.96248775","-87.72638198462","POINT (-87.72638198461931 41.96248775)","DICQL6656_2025-12-04"
"DGTGR9009","day","11/26/2025 12:00:00 AM","South Deering 3",,,,,,,,,,,,,,,,,,,"8.8","10.22","9","5.44","50","30","7.14","7.14",,,"69.06","69.06",,,"4.43","4.43",,,,,"41.70277366369","-87.55285081796","POINT (-87.55285081796137 41.70277366369161)","DGTGR9009_2025-11-26"
